	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
ASV_12998	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13009	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13016	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13051	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13065	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13079	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13118	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13156	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13159	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13162	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13163	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13177	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13348	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13353	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13368	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13388	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13413	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13426	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13436	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13444	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13451	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13453	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13456	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13459	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13463	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13465	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13468	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13482	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13530	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13533	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13569	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13577	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13580	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13602	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13605	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13612	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13613	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13615	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13619	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13626	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13631	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13654	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13676	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13677	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13690	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13699	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13729	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13873	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13876	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13893	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13913	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13921	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13925	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13936	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13943	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13944	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13947	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13970	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13971	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13973	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_13995	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14007	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14033	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14054	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14094	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14103	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14105	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14106	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14120	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14140	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14170	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14173	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14198	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14212	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14473	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14474	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14476	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14477	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14494	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14511	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14520	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14522	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14529	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14546	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14550	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14557	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14569	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14586	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14588	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14648	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14651	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14652	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14658	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14663	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14664	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14665	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14668	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14685	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14689	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14693	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14695	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14703	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14714	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14747	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14751	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14762	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14764	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14768	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14769	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14781	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14784	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14786	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_14825	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15021	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15183	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15215	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15218	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15238	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15239	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15259	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15268	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15269	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15316	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15363	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15386	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15391	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15415	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15418	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15424	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15426	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15477	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_15522	Bacteria	Bacteria_X	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA	Bacteria_X_NA
ASV_4038	Eukaryota	Excavata	Excavata_NA	Excavata_NA	Excavata_NA	Excavata_NA	Excavata_NA	Excavata_NA
ASV_12864	Eukaryota	Excavata	Excavata_NA	Excavata_NA	Excavata_NA	Excavata_NA	Excavata_NA	Excavata_NA
ASV_11858	Bacteria	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA
ASV_13052	Bacteria	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA
ASV_13668	Bacteria	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA
ASV_13983	Bacteria	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA	Bacteria_NA
ASV_13	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_15	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_18	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_29	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_37	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_50	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_57	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_70	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_103	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_104	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_105	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_125	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_143	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_144	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_148	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_149	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_167	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_168	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_176	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_178	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_179	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_183	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_190	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
ASV_195	Eukaryota	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA	Eukaryota_NA
